No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,W-05_Fig3-17_PDF27_print112_raw.png,855,480,1.78,1.78,,native,PNG,False,1,,bitmap,True,True,168.7,Wide landscape
