No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,W-02_EP_InterludeF_HydrologicCycle_pdf615-616_print580-581_spread_raw.png,5900,3513,1.68,1.68,,native,PNG,False,1,,bitmap,True,True,2189.4,Wide landscape
